round_num	role	x	y	page	element	experimentName	iterationName	gameid	logTime	eventType
0	student	1039	275	PreRound0_slide	round_slide_header	mp-game-6	pilot	3193-74481cba-7e31-481a-b639-59f1c5478d6a	1565032450769	logClicks
