round_num	role	x	y	page	element	experimentName	iterationName	gameid	logTime	eventType
0	student	1164	267	PreRound0_slide		mp-game-6	pilot	0819-d9f4f032-94e9-4b9b-abb6-952f80ba9c0c	1565032331660	logClicks
