round_num	role	x	y	page	element	experimentName	iterationName	gameid	logTime	eventType
0	explorer	1053	414	PreRound0_slide	round_slide	mp-game-6	pilot	7126-1f3edcef-04be-4242-bb7d-42207111c228	1565032261096	logClicks
