round_num	role	type	config	duration	experimentName	iterationName	gameid	logTime	eventType
0	student	beakerquestion	100	0.838	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313606	logTimes
0	student	beakerquestion	101	0.499	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313622	logTimes
0	student	beakerquestion	110	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313624	logTimes
0	student	beakerquestion	111	0.083	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313627	logTimes
0	student	beakerquestion	001	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313630	logTimes
0	student	beakerquestion	010	0.084	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313631	logTimes
0	student	beakerquestion	011	0.087	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313633	logTimes
0	student	reactionquestion	101	0.077	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313635	logTimes
0	student	reactionquestion	010	0.08	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313637	logTimes
0	student	reactionquestion	000	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313639	logTimes
0	student	reactionquestion	1xx	0.083	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313641	logTimes
0	student	reactionquestion	x0x	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313644	logTimes
0	student	reactionquestion	x1x	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313646	logTimes
0	student	reactionquestion	xx1	0.083	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313648	logTimes
0	student	reactionquestion	0x1	0.083	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313650	logTimes
0	student	reactionquestion	x10	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313651	logTimes
0	student	reactionquestion	11x	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313652	logTimes
0	student	reactionquestion	01x	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992313654	logTimes
0	explorer	beakerquestion	100	0.675	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318136	logTimes
0	explorer	beakerquestion	101	0.5	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318138	logTimes
0	explorer	beakerquestion	110	0.084	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318139	logTimes
0	explorer	beakerquestion	111	0.079	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318141	logTimes
0	explorer	beakerquestion	001	0.083	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318142	logTimes
0	explorer	beakerquestion	010	0.083	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318143	logTimes
0	explorer	beakerquestion	011	0.083	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318145	logTimes
0	explorer	reactionquestion	101	0.087	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318146	logTimes
0	explorer	reactionquestion	010	0.076	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318147	logTimes
0	explorer	reactionquestion	000	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318148	logTimes
0	explorer	reactionquestion	1xx	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318149	logTimes
0	explorer	reactionquestion	x0x	0.083	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318150	logTimes
0	explorer	reactionquestion	x1x	0.081	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318152	logTimes
0	explorer	reactionquestion	xx1	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318153	logTimes
0	explorer	reactionquestion	0x1	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318154	logTimes
0	explorer	reactionquestion	x10	0.082	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318155	logTimes
0	explorer	reactionquestion	11x	0.084	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318157	logTimes
0	explorer	reactionquestion	01x	0.08	mp-game-6	pilot	9436-55c664ca-afea-41d4-88b9-5569ffd9fb02	1563992318157	logTimes
