443	experimentName	iterationName	gameid	time	role	round_num	Total Train Time	Total Test Time	chat	beaker:100	beaker:101	beaker:110	beaker:111	beaker:001	beaker:010	beaker:011	reaction:100	reaction:111	reaction:011	reaction:000	reaction:0xx	reaction:1xx	reaction:x1x	reaction:xx1	reaction:0x1	reaction:01x	reaction:1x0	reaction:10x	test000	test001	test010	test011	test100	test101	test110	test111	564/0	eventType
	mp-game-6	pilot	2449-3ab76f2e-ffed-4139-93ce-7b98fe1d62bd	1563987848868	explorer	0	13.338	3.513	4.265	1.586	0.498	0.081	0.082	0.082	0.082	0.082	0.08	0.081	0.079	0.082	0.081	0.081	0.082	0.08	0.083	0.081	0.08	0.082	-1	0.403	0.919	-1	-1	-1	0.492	0		logTimes
mp-game-6	pilot	2449-3ab76f2e-ffed-4139-93ce-7b98fe1d62bd	1563987890362	student	0	-1	2.525	1.282	0.596	0.498	0.081	0.082	0.082	0.081	0.082	0.078	0.084	0.08	0.081	0.083	0.081	0.082	0.079	0.083	0.081	0.082	0.082	-1	-1	-1	-1	-1	-1	-1	-1	logTimes
