experimentName	iterationName	gameid	time	role	round_num	Total Train Time	Total Test Time	chat	beaker:100	beaker:101	beaker:110	beaker:111	beaker:001	beaker:010	beaker:011	reaction:101	reaction:000	reaction:010	reaction:001	reaction:1xx	reaction:x0x	reaction:x1x	reaction:xx1	reaction:0x0	reaction:00x	reaction:1x1	reaction:01x	eventType
mp-game-6	pilot	8843-9b39f646-fe84-47cd-9e7f-e2012cc1863b	1563919260779	student	0	-1	22.289	1.1	1.651	8.588	0.497	0.084	0.083	0.083	0.082	1.195	0.443	0.735	0.429	0.493	0.292	0.18	6.434	0.367	0.154	0.142	0.321	logTimes
mp-game-6	pilot	8843-9b39f646-fe84-47cd-9e7f-e2012cc1863b	1563919268574	explorer	0	12.429	5.371	4.232	3.445	0.497	0.084	0.083	0.082	0.082	0.082	0.079	0.081	0.08	0.082	0.082	0.082	0.084	0.083	0.083	0.081	0.083	0.083	523	870	596	1863	logTimes
