497	experimentName	iterationName	gameid	time	role	round_num	Total Train Time	Total Test Time	chat	beaker	083	082	084	reaction	08	079	081	eventType
110:0	mp-game-6	pilot	0747-ece0d551-632a-4ca1-b996-98a420d98f49	1563918530234	student	0	-1	3.01	1.38	100:1		0x1:0	x00:0	100:0	111:0	011:0	xx1:0	logTimes
x00:0	011:0	0xx:0	1xx:0	001:0	x1x:0	xx1:0	0x1:0	00x:0	010:0	110:1	111:0	000:0	101:0	011:0		111:0	mp-game-6	pilot	0747-ece0d551-632a-4ca1-b996-98a420d98f49	1563918544552	explorer	0	-1	10.939	4.072	100:1	100:0	1x1:0		2.662	logTimes
