experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	0430-fc37a26e-b5d6-4b8e-852e-32d8a10138ab	1563482571534	student	0	-1	165.566	0.54	logTimes
