experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	6226-b7363f95-4c94-47f4-a97d-b3ef73529ca1	1563917751042	student	0	-1	89.74	38.139	logTimes
mp-game-6	pilot	6226-b7363f95-4c94-47f4-a97d-b3ef73529ca1	1563917762386	explorer	0	29.302	5.804	43.277	logTimes
