experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	1927-041f08eb-7fc9-4984-a48d-49ffa6b2a177	1563820009725	student	0	-1	58.432	0.774	logTimes
mp-game-6	pilot	1927-041f08eb-7fc9-4984-a48d-49ffa6b2a177	1563820068911	explorer	0	13.56	39.064	4.606	logTimes
