experimentName	iterationName	gameid	time	role	round_num	Total Train Time	Total Test Time	chat	beaker:100	beaker:101	beaker:110	beaker:111	beaker:001	beaker:010	beaker:011	reaction:100	reaction:111	reaction:000	reaction:011	reaction:0xx	reaction:1xx	reaction:x1x	reaction:xx1	reaction:0x0	reaction:x11	reaction:x10	reaction:x01	eventType
mp-game-6	pilot	5594-a8aafe6a-e35b-4a60-a7f7-6679e7406340	1563918682619	student	0	-1	9.449	1.733	1.1	0.789	0.63	0.404	0.303	0.442	0.264	0.236	0.347	0.323	0.294	0.173	0.779	0.443	0.642	0.616	0.444	0.685	0.498	logTimes
mp-game-6	pilot	5594-a8aafe6a-e35b-4a60-a7f7-6679e7406340	1563918691485	explorer	0	-1	6.604	6.762	3.141	1.622	0.497	0.083	0.082	0.083	0.083	0.082	0.084	0.082	0.082	0.08	0.078	0.084	0.083	0.079	0.082	0.082	0.084	1.935	logTimes
