experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	8912-e4175be2-5f29-4f98-8ebd-09020a1acc64	1563490151089	student	0	-1	167.537	0.376	logTimes
mp-game-6	pilot	8912-e4175be2-5f29-4f98-8ebd-09020a1acc64	1563490175120	explorer	0	18.666	20.94	4.847	logTimes
