experimentName	iterationName	gameid	time	role	round_num	Total Train Time	Total Test Time	chat	beaker	reaction	eventType
mp-game-6	pilot	7102-1b360d83-d59c-4141-b840-b7b7db9b12da	1563918423676	student	0	-1	2.839	1.626	[object Object]	[object Object]	logTimes
mp-game-6	pilot	7102-1b360d83-d59c-4141-b840-b7b7db9b12da	1563918430140	explorer	0	-1	2.752	5.147	[object Object]	[object Object]	1.043	logTimes
