0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	experimentName	iterationName	gameid	time	role	round_num	eventType
[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	mp-game-6	pilot	8385-0cd02336-04b3-4916-be39-4af240fe88f2	1563990301110	student	0	logTimes
[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	mp-game-6	pilot	8385-0cd02336-04b3-4916-be39-4af240fe88f2	1563990306305	explorer	0	logTimes
