experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	0034-9cfdf057-9ede-4ee8-b20f-9415746fb8e9	1563819532278	student	0	-1	41.072	0.446	logTimes
mp-game-6	pilot	0034-9cfdf057-9ede-4ee8-b20f-9415746fb8e9	1563819572763	explorer	0	11.89	34.379	4.759	logTimes
