round_num	role	type	config	duration	experimentName	iterationName	gameid	logTime	eventType
0	student	beakerquestion	100	0.952	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920021	logTimes
0	student	beakerquestion	101	0.496	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920037	logTimes
0	student	beakerquestion	110	0.084	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920038	logTimes
0	student	beakerquestion	111	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920040	logTimes
0	student	beakerquestion	001	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920041	logTimes
0	student	beakerquestion	010	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920042	logTimes
0	student	beakerquestion	011	0.098	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920043	logTimes
0	student	reactionquestion	110	0.069	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920045	logTimes
0	student	reactionquestion	111	0.029	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920046	logTimes
0	student	reactionquestion	000	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920048	logTimes
0	student	reactionquestion	001	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920050	logTimes
0	student	reactionquestion	1xx	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920051	logTimes
0	student	reactionquestion	x0x	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920053	logTimes
0	student	reactionquestion	x1x	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920054	logTimes
0	student	reactionquestion	xx1	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920056	logTimes
0	student	reactionquestion	01x	0.081	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920058	logTimes
0	student	reactionquestion	11x	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920059	logTimes
0	student	reactionquestion	00x	0.081	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920060	logTimes
0	student	reactionquestion	1x0	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991920062	logTimes
0	explorer	beakerquestion	100	1.732	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925505	logTimes
0	explorer	beakerquestion	101	0.499	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925512	logTimes
0	explorer	beakerquestion	110	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925513	logTimes
0	explorer	beakerquestion	111	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925524	logTimes
0	explorer	beakerquestion	001	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925526	logTimes
0	explorer	beakerquestion	010	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925528	logTimes
0	explorer	beakerquestion	011	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925529	logTimes
0	explorer	reactionquestion	110	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925530	logTimes
0	explorer	reactionquestion	111	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925531	logTimes
0	explorer	reactionquestion	000	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925532	logTimes
0	explorer	reactionquestion	001	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925533	logTimes
0	explorer	reactionquestion	1xx	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925535	logTimes
0	explorer	reactionquestion	x0x	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925536	logTimes
0	explorer	reactionquestion	x1x	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925537	logTimes
0	explorer	reactionquestion	xx1	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925539	logTimes
0	explorer	reactionquestion	01x	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925540	logTimes
0	explorer	reactionquestion	11x	0.083	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925542	logTimes
0	explorer	reactionquestion	00x	0.082	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925543	logTimes
0	explorer	reactionquestion	1x0	0.084	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925544	logTimes
0	explorer	test	111	0.514	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925545	logTimes
0	explorer	test	100	0.549	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925547	logTimes
0	explorer	test	010	0.565	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925551	logTimes
0	explorer	test	001	0.596	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925552	logTimes
0	explorer	test	011	1	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925554	logTimes
0	explorer	test	101	0.532	mp-game-6	pilot	7484-b9856fde-9552-4948-aeb7-f09b9bb4c647	1563991925556	logTimes
