experimentName	iterationName	gameid	time	role	round_num	Total Train Time	Total Test Time	chat	beaker:100	beaker:101	beaker:110	beaker:111	beaker:001	beaker:010	beaker:011	reaction:111	reaction:000	reaction:1xx	reaction:x0x	reaction:x1x	reaction:xx1	reaction:x00	reaction:11x	reaction:0x1	reaction:01x	test000	test001	test010	test011	test100	test101	test110	eventType
mp-game-6	pilot	9609-b6a44936-61f9-4382-8835-5f578a42320d	1563986968793	student	0	-1	4.725	0.54	1.101	0.396	0.137	0.14	0.136	0.192	0.157	0.155	0.252	0.158	0.338	0.233	0.269	0.418	0.097	0.151	0.353	-1	-1	-1	-1	-1	-1	-1	logTimes
	mp-game-6	pilot	9609-b6a44936-61f9-4382-8835-5f578a42320d	1563986977134	explorer	0	20.102	5.819	3.514	1.401	0.111	0.303	0.273	0.29	0.274	0.259	0.308	0.12	0.123	0.243	0.453	0.121	0.276	0.266	0.553	0.406	-1	0.564	0.645	0.694	0.523	-1	1.416	undefined/0		logTimes
mp-game-6	pilot	9609-b6a44936-61f9-4382-8835-5f578a42320d	1563987011165	student	1	-1	6.936	1.932	1.129	0.943	0.426	0.163	0.257	0.269	0.267	0.238	0.245	0.344	0.159	0.133	0.251	0.454	0.126	0.255	0.267	0.548	0.415	-1	-1	-1	-1	-1	-1	-1	logTimes
		mp-game-6	pilot	9609-b6a44936-61f9-4382-8835-5f578a42320d	1563987018901	explorer	1	12.465	5.825	2.241	1	0.422	0.128	0.245	0.282	0.252	0.302	0.246	0.273	0.152	0.149	0.17	0.463	0.11	0.255	0.244	0.568	0.401	0.123	-1	0.605	0		-1	0.395	-1	-1	undefined/0	logTimes
