round_num	role	type	config	duration	experimentName	iterationName	gameid	logTime	eventType
0	student	beakerquestion	100	0.85	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379621	logTimes
0	student	beakerquestion	101	4.758	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379637	logTimes
0	student	beakerquestion	110	0.498	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379639	logTimes
0	student	beakerquestion	111	0.083	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379640	logTimes
0	student	beakerquestion	001	0.083	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379642	logTimes
0	student	beakerquestion	010	0.083	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379643	logTimes
0	student	beakerquestion	011	0.084	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379644	logTimes
0	student	reactionquestion	111	0.082	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379645	logTimes
0	student	reactionquestion	000	0.081	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379646	logTimes
0	student	reactionquestion	0xx	0.081	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379648	logTimes
0	student	reactionquestion	1xx	0.081	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379651	logTimes
0	student	reactionquestion	x1x	0.082	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379653	logTimes
0	student	reactionquestion	xx1	0.081	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379654	logTimes
0	student	reactionquestion	x01	0.083	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379655	logTimes
0	student	reactionquestion	00x	0.079	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379657	logTimes
0	student	reactionquestion	1x0	0.081	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379661	logTimes
0	student	reactionquestion	x10	0.081	mp-game-6	pilot	5534-7d33db53-0687-4761-a4cc-be196e57a4f0	1563993379664	logTimes
