experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	train	test	chat	eventType
mp-game-6	pilot	7819-b55530b7-94aa-4486-9f1d-a4f3ab1b9f93	1563225791188	student	9	"trees without leaves"	trees_without_leaves	0	-1	12.068	0.595	logTimes
mp-game-6	pilot	7819-b55530b7-94aa-4486-9f1d-a4f3ab1b9f93	1563225795691	explorer	9	"trees without leaves"	trees_without_leaves	0	13.198	2.514	3.333	logTimes
