experimentName	iterationName	gameid	time	role	round_num	Total Train Time	Total Test Time	chat	beaker:100	beaker:101	beaker:110	beaker:111	beaker:001	beaker:010	beaker:011	reaction:100	reaction:001	reaction:010	reaction:000	reaction:1xx	reaction:x1x	reaction:xx0	reaction:xx1	reaction:11x	reaction:10x	reaction:01x	reaction:x00	test000	test001	test010	test011	test100	test101	test110	test111	eventType
mp-game-6	pilot	4227-11cee166-aace-4e06-b5e9-62f14ac88886	1563987740120	explorer	0	10.236	3.075	3.557	1.146	0.497	0.082	0.082	0.082	0.082	0.082	0.08	0.081	0.082	0.082	0.082	0.08	0.083	0.083	0.082	0.082	0.082	0.081	-1	0.378	0.459	-1	0.524	-1	-1	0.483	logTimes
