experimentName	iterationName	gameid	time	role	round_num	Total Train Time	Total Test Time	chat	beaker:100	beaker:101	beaker:110	beaker:111	beaker:001	beaker:010	beaker:011	reaction:101	reaction:111	reaction:010	reaction:000	reaction:0xx	reaction:1xx	reaction:x1x	reaction:xx1	reaction:0x0	reaction:1x0	reaction:x10	reaction:x11	eventType
mp-game-6	pilot	7280-9bd0d181-87f8-44c2-8e3e-4f22be4a5a8e	1563918947314	student	0	-1	18.63	1.923	7.771	0.453	0.192	0.146	0.29	0.199	4.099	0.122	0.141	0.52	0.145	0.112	0.119	0.339	0.171	0.357	0.322	0.373	2.727	logTimes
1	1	mp-game-6	pilot	7280-9bd0d181-87f8-44c2-8e3e-4f22be4a5a8e	1563918961842	explorer	0	27.461	12.256	6.19	8.077	0.128	0.118	0.102	0.12	0.117	0.133	0.237	0.506	0.148	0.132	0.125	0.15	0.358	0.412	0.396	0.36	0.319	0.288	1	1	logTimes
