experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	9946-0cd17dbc-9f2f-4c44-872d-336ad0fe7bce	1563488290710	student	0	-1	69.517	0.364	logTimes
mp-game-6	pilot	9946-0cd17dbc-9f2f-4c44-872d-336ad0fe7bce	1563488316062	explorer	0	7.423	22.851	3.807	logTimes
