0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	experimentName	iterationName	gameid	time	role	round_num	eventType
[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	mp-game-6	pilot	2118-63c142c4-d18a-4b9c-ac2b-8f90892f8d2f	1563990865002	explorer	0	logTimes
[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	[object Object]	mp-game-6	pilot	2118-63c142c4-d18a-4b9c-ac2b-8f90892f8d2f	1563990878451	student	0	logTimes
