experimentName	iterationName	gameid	time	role	round_num	Total Train Time	Total Test Time	chat	beaker:100	beaker:101	beaker:110	beaker:111	beaker:001	beaker:010	beaker:011	reaction:101	reaction:000	reaction:010	reaction:1xx	reaction:x1x	reaction:xx0	reaction:xx1	reaction:x10	reaction:00x	reaction:x01	reaction:11x	test000	test001	test010	test011	test100	test101	test110	eventType
mp-game-6	pilot	3516-94855c71-5ba5-4d32-999a-24d14ed7c657	1563987502345	student	0	-1	3.233	1.227	1.388	0.497	0.082	0.084	0.083	0.082	0.083	0.079	0.083	0.081	0.081	0.081	0.083	0.081	0.082	0.083	0.081	0.081	-1	-1	-1	-1	-1	-1	-1	logTimes
	mp-game-6	pilot	3516-94855c71-5ba5-4d32-999a-24d14ed7c657	1563987506812	explorer	0	13.337	2.591	4.281	0.747	0.498	0.08	0.083	0.085	0.082	0.082	0.078	0.083	0.083	0.083	0.083	0.082	0.081	0.079	0.084	0.082	0.081	-1	0.773	0.515	-1	0.516	-1	-1	undefined/0	logTimes
