experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	6742-e3f811a4-b137-4eff-ab4f-a6709cdb752a	1563820718042	student	0	-1	49.967	2.038	logTimes
mp-game-6	pilot	6742-e3f811a4-b137-4eff-ab4f-a6709cdb752a	1563820818304	explorer	0	13.079	28.377	2.348	logTimes
