297	866	experimentName	iterationName	gameid	time	role	round_num	-1	3&866	1&297	eventType
		mp-game-6	pilot	3669-17c3b4e1-5d8e-4c09-aa97-694201c13089	1563829743941	student	0	-1	3	1	logTimes
			mp-game-6	pilot	3669-17c3b4e1-5d8e-4c09-aa97-694201c13089	1563829751758	explorer	0	1	5	4	logTimes
