experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	4725-5788d0fc-850b-4166-9fea-68a3d1fcf55b	1563830319887	student	0	-1	3.179	1.049	logTimes
mp-game-6	pilot	4725-5788d0fc-850b-4166-9fea-68a3d1fcf55b	1563830328071	explorer	0	1.606	6.239	4.147	logTimes
