experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	6936-86833346-978c-4067-acd0-b3a16a97184d	1563820302581	student	0	-1	69.915	2.696	logTimes
mp-game-6	pilot	6936-86833346-978c-4067-acd0-b3a16a97184d	1563820336744	explorer	0	18.685	25.012	6.763	logTimes
