experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	6693-efd2d5a2-52d7-41d7-b6ee-6c964df8ef1b	1563828441162	student	0	-1	10.722	0.442	logTimes
mp-game-6	pilot	6693-efd2d5a2-52d7-41d7-b6ee-6c964df8ef1b	1563828451214	explorer	0	1.666	7.359	3.168	logTimes
