experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	train	test	chat	eventType
mp-game-6	pilot	3076-9a149c2d-4b91-46ff-bad7-7d2a8fa9a243	1563225873163	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0	-1	2.281	0.779	logTimes
mp-game-6	pilot	3076-9a149c2d-4b91-46ff-bad7-7d2a8fa9a243	1563225877803	explorer	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0	8.266	2.505	11.518	logTimes
