experimentName	iterationName	gameid	time	role	round_num	train	test	chat	eventType
mp-game-6	pilot	8504-9f644225-6adf-4a32-896f-c9e61c78f9c7	1563487409446	student	0	-1	28.868	0.683	logTimes
mp-game-6	pilot	8504-9f644225-6adf-4a32-896f-c9e61c78f9c7	1563487433716	explorer	0	7.192	21.728	3.861	logTimes
