experimentName	iterationName	gameid	time	role	round_num	Total Train Time	Total Test Time	chat	beaker:100	beaker:101	beaker:110	beaker:111	beaker:001	beaker:010	beaker:011	reaction:111	reaction:000	reaction:1xx	reaction:x0x	reaction:x1x	reaction:xx1	reaction:0x0	reaction:x10	reaction:10x	reaction:1x0	test000	test001	test010	test011	test100	test101	test110	test111	eventType
mp-game-6	pilot	5745-9c71d1c7-30e5-4d9c-8663-599fc7247c30	1563987638919	explorer	0	7.357	3.971	1.738	0.815	0.498	0.082	0.082	0.08	0.085	0.308	0.132	0.116	0.221	0.351	0.209	0.149	0.21	0.327	0.135	0.131	-1	-1	0.362	-1	0.411	-1	-1	0.442	logTimes
